Team,Type,Subtype,Period,Minute,Start Time [s],End Time [s],From,To,Start X,Start Y,End X,End Y
Away,PASS,,2,63,3783.12,3784.92,Player20,Player22,14.84,18.36,28.62,30.6
Away,PASS,,2,63,3790.08,3790.8,Player22,Player21,28.62,25.16,21.2,23.12
Away,PASS,,2,63,3792.44,3793.56,Player21,Player18,21.2,23.12,32.86,31.28
Away,BALL LOST,CROSS-INTERCEPTION,2,63,3795.6,3797.4,Player18,,32.86,29.92,43.46,6.12
Home,RECOVERY,INTERCEPTION,2,63,3797.36,3797.36,Player3,,41.34,6.12,,
Home,PASS,HEAD-CLEARANCE,2,63,3797.36,3800.24,Player3,Player2,41.34,6.12,50.88,18.36
Home,BALL LOST,,2,63,3800.24,3806.28,Player2,,50.88,18.36,-6.36,32.64
Away,RECOVERY,,2,63,3806.04,3806.04,Player21,,-5.3,33.32,,
Away,PASS,,2,63,3806.6,3809.88,Player21,Player25,-9.54,33.32,-33.92,14.96
Away,PASS,,2,63,3810.56,3812.04,Player25,Player21,-32.86,14.96,-21.2,29.24
Away,PASS,,2,63,3816.84,3818.56,Player21,Player23,-18.02,23.12,-5.3,7.48
Away,PASS,,2,63,3818.56,3823.88,Player23,Player15,-5.3,7.48,-36.04,-31.96
Away,PASS,,2,63,3823.88,3824.68,Player15,Player17,-36.04,-31.96,-28.62,-34.0
Away,PASS,,2,63,3824.68,3826.88,Player17,Player16,-28.62,-34.0,-34.98,-19.72
Away,PASS,,2,63,3830.88,3832.16,Player16,Player21,-25.44,-10.2,-9.54,7.48
Away,PASS,,2,63,3834.24,3836.16,Player21,Player22,-5.3,11.56,13.78,28.56
Away,BALL LOST,INTERCEPTION,2,63,3837.6,3838.88,Player22,,21.2,26.52,42.4,5.44
Away,CHALLENGE,TACKLE-LOST,2,63,3838.88,3838.88,Player23,,42.4,8.16,,
Home,CHALLENGE,TACKLE-WON,2,63,3838.96,3838.96,Player3,,42.4,6.8,,
Home,RECOVERY,THEFT,2,63,3838.96,3838.96,Player3,,42.4,6.8,,
Home,PASS,,2,63,3838.96,3841.8,Player3,Player2,42.4,6.8,48.76,18.36
Home,BALL OUT,,2,64,3844.24,3847.12,Player2,,46.64,27.2,14.84,35.36
Away,SET PIECE,THROW IN,2,64,3854.36,3854.36,Player22,,,,,
Away,PASS,,2,64,3854.36,3856.6,Player22,Player19,18.02,35.36,10.6,17.0
Away,CHALLENGE,GROUND-FAULT-WON,2,64,3857.32,3857.32,Player19,,10.6,15.64,,
Away,FAULT RECEIVED,,2,64,3857.32,3857.32,Player19,,10.6,15.64,,
Home,CHALLENGE,GROUND-FAULT-LOST,2,64,3857.8,3857.8,Player9,,11.66,14.28,,
Away,SET PIECE,FREE KICK,2,64,3889.36,3889.36,Player19,,,,,
Away,BALL OUT,,2,64,3889.36,3892.72,Player19,,11.66,15.64,54.06,-10.2
Home,RECOVERY,,2,65,3922.76,3922.76,Player11,,48.76,2.04,,
Home,BALL LOST,GOAL KICK-INTERCEPTION,2,65,3922.76,3925.56,Player11,,48.76,2.04,-18.02,-8.84
Home,CHALLENGE,AERIAL-LOST,2,65,3925.56,3925.56,Player9,,-13.78,-7.48,,
Away,CHALLENGE,AERIAL-WON,2,65,3925.6,3925.6,Player15,,-13.78,-8.16,,
Away,RECOVERY,INTERCEPTION,2,65,3925.6,3925.6,Player15,,-13.78,-8.16,,
Away,PASS,HEAD,2,65,3925.6,3927.92,Player15,Player24,-13.78,-8.16,7.42,-7.48
Home,CHALLENGE,AERIAL-FAULT-WON,2,65,3927.8,3927.8,Player3,,8.48,-6.8,,
Away,CHALLENGE,AERIAL-FAULT-LOST,2,65,3927.92,3927.92,Player24,,7.42,-7.48,,
Away,BALL LOST,,2,65,3927.92,3927.92,Player24,,7.42,-7.48,,
Home,SET PIECE,FREE KICK,2,65,3931.92,3931.92,Player2,,,,,
Home,PASS,,2,65,3931.92,3933.96,Player2,Player4,20.14,-11.56,7.42,-25.84
Home,PASS,,2,65,3936.28,3937.28,Player4,Player8,-4.24,-25.84,-9.54,-32.64
Home,PASS,,2,65,3937.72,3938.92,Player8,Player6,-8.48,-32.64,-2.12,-23.8
Home,PASS,,2,65,3941.2,3943.04,Player6,Player12,-1.06,-24.48,-6.36,-2.72
Home,PASS,,2,65,3944.6,3946.52,Player12,Player5,-10.6,4.76,-27.56,27.2
Home,BALL LOST,CROSS-INTERCEPTION,2,65,3951.28,3951.96,Player5,,-46.64,15.64,-51.94,3.4
Away,RECOVERY,INTERCEPTION,2,65,3952.0,3952.0,Player25,,-53.0,4.08,,
Away,BALL LOST,,2,65,3952.0,3954.44,Player25,,-53.0,4.08,-43.46,-10.88
Home,RECOVERY,,2,65,3954.4,3954.4,Player8,,-42.4,-11.56,,
Home,PASS,,2,65,3957.24,3958.32,Player8,Player4,-34.98,-12.92,-33.92,-19.04
Home,PASS,CROSS,2,65,3958.32,3960.2,Player4,Player5,-33.92,-19.04,-48.76,9.52
Home,SHOT,ON TARGET-SAVED,2,66,3960.2,3960.56,Player5,,-48.76,9.52,-53.0,3.4
Away,RECOVERY,SAVED,2,66,3960.48,3960.48,Player25,,-50.88,1.36,,
Away,BALL LOST,WOODWORK,2,66,3960.48,3960.56,Player25,,-50.88,1.36,-53.0,3.4
Home,RECOVERY,,2,66,3961.28,3961.28,Player9,,-50.88,-2.72,,
Home,SHOT,ON TARGET-GOAL,2,66,3961.28,3961.84,Player9,,-50.88,-2.72,-54.06,-0.68
Away,SET PIECE,KICK OFF,2,67,4026.12,4026.12,Player19,,,,,
Away,PASS,,2,67,4026.12,4027.0,Player19,Player21,0.0,-0.68,-8.48,2.04
Away,PASS,,2,67,4031.92,4033.32,Player21,Player22,7.42,15.64,11.66,29.92
Away,PASS,,2,67,4033.88,4035.08,Player22,Player20,11.66,30.6,0.0,20.4
Away,PASS,,2,67,4035.68,4036.76,Player20,Player16,-1.06,19.72,-7.42,4.08
Away,PASS,,2,67,4038.6,4040.08,Player16,Player15,-6.36,-0.0,-5.3,-19.72
Away,BALL LOST,INTERCEPTION,2,67,4043.92,4045.32,Player15,,6.36,-20.4,31.8,-2.72
Home,RECOVERY,INTERCEPTION,2,67,4045.12,4045.12,Player2,,31.8,-3.4,,
Home,BALL LOST,,2,67,4045.12,4047.56,Player2,,31.8,-3.4,-10.6,-8.16
Away,RECOVERY,,2,67,4047.72,4047.72,Player16,,-8.48,-11.56,,
Away,PASS,,2,67,4049.12,4051.04,Player16,Player25,-12.72,-13.6,-37.1,-1.36
Away,PASS,,2,67,4054.08,4055.6,Player25,Player20,-32.86,-0.68,-15.9,17.68
Away,PASS,,2,67,4056.76,4058.16,Player20,Player22,-13.78,18.36,6.36,29.24
Away,PASS,,2,67,4059.6,4060.88,Player22,Player23,7.42,29.92,22.26,12.92
Home,CHALLENGE,TACKLE-FAULT-LOST,2,67,4061.2,4061.2,Player12,,21.2,13.6,,
Away,CHALLENGE,TACKLE-FAULT-WON,2,67,4061.36,4061.36,Player23,,22.26,13.6,,
Away,FAULT RECEIVED,,2,67,4061.36,4061.36,Player23,,22.26,13.6,,
